region,quantile,Year,Estimate,Std..Error,P_value,upper,lower,cv,mk_pvalue,sens_slope,mk_symbol,regional_mean_CV
b. East,90,2010,1.60805148287018,0.0162,0,1.6397,1.5764,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,1989,1.54398069479826,0.017,0,1.5773,1.5107,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,2018,1.46458371643419,0.0147,0,1.4935,1.4357,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,2008,1.48117466750934,0.0158,0,1.5121,1.4503,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,2001,1.55353829618173,0.0199,0,1.5924,1.5146,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,2004,1.56747417416331,0.0152,0,1.5973,1.5376,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,2000,1.47080992575116,0.0174,0,1.505,1.4366,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,2011,1.50103731157274,0.0152,0,1.5308,1.4712,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,1992,1.48228844183187,0.0172,0,1.516,1.4485,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,2003,1.56829965442088,0.0154,0,1.5984,1.5382,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,1985,1.39030911313187,0.0185,0,1.4265,1.3541,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,2014,1.64834620704007,0.0169,0,1.6814,1.6152,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,1991,1.6297528260845,0.0174,0,1.6638,1.5957,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,1997,1.76969246246447,0.018,0,1.8049,1.7345,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,2006,1.44656726772224,0.0147,0,1.4753,1.4178,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,1998,1.67986797381572,0.0177,0,1.7145,1.6453,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,1988,1.53900396180832,0.0188,0,1.5758,1.5022,Q90: 7%,0.191,-0.08,Q90: =,7.33
b. East,90,2017,1.46614904810617,0.0166,0,1.4987,1.4336,Q90: 7%,0.191,-0.08,Q90: =,7.33
c. South,10,2020,1.27876829369091,0.0484,0,1.3737,1.1839,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1992,1.30272253224384,0.0514,0,1.4035,1.2019,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1990,1.14581601877448,0.0461,0,1.2362,1.0555,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1995,1.36868840281439,0.0502,0,1.467,1.2703,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1983,1.14162655091278,0.0501,0,1.2398,1.0434,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1997,1.33370972118041,0.0503,0,1.4322,1.2352,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2006,1.17136125590515,0.0527,0,1.2746,1.0682,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2017,1.05827711809463,0.0504,0,1.1571,0.9594,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1989,1.30094880490257,0.0506,0,1.4002,1.2017,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2019,1.31494858006283,0.0483,0,1.4097,1.2202,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2016,1.25129755977032,0.0483,0,1.346,1.1566,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2014,1.20372509692871,0.0476,0,1.2971,1.1104,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1984,1.21449899649095,0.0538,0,1.3199,1.1091,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2002,1.05147653744662,0.0453,0,1.1402,0.9627,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2004,1.35620719215823,0.0498,0,1.4538,1.2586,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2001,0.92217370461866,0.0453,0,1.011,0.8334,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2011,1.01805094949798,0.0506,0,1.1172,0.9189,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1986,1.36765012990891,0.0582,0,1.4817,1.2536,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1996,1.31408135867921,0.0502,0,1.4125,1.2156,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2012,0.945049689965433,0.0481,0,1.0392,0.8509,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1998,1.21498976753636,0.0453,0,1.3037,1.1262,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2018,1.35578475531711,0.0507,0,1.4552,1.2563,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2015,1.21683928267146,0.047,0,1.309,1.1247,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1985,1.26873588885386,0.0495,0,1.3658,1.1717,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2007,1.00395759163696,0.0477,0,1.0975,0.9104,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2013,1.04781839033886,0.0453,0,1.1365,0.9591,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2010,1.27807246178218,0.0474,0,1.3709,1.1852,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2003,1.43831429498038,0.0491,0,1.5345,1.3421,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1982,1.12307791995967,0.0498,0,1.2206,1.0256,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1987,1.20270946697647,0.0513,0,1.3033,1.1021,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2009,1.12744812819021,0.0489,0,1.2232,1.0317,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1988,1.04515577998141,0.0521,0,1.1472,0.9431,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2008,0.953829415126028,0.044,0,1.0401,0.8675,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2000,0.998835163243309,0.0559,0,1.1084,0.8892,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1991,1.16823673743958,0.0469,0,1.2602,1.0763,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,2005,1.49572789553095,0.0519,0,1.5975,1.3939,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1999,1.28137813021454,0.0523,0,1.384,1.1788,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1993,1.2557031754208,0.0483,0,1.3504,1.161,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,10,1994,1.25830276577375,0.0495,0,1.3553,1.1614,Q10: 12%,0.669,-0.03,Q10: =,8.67
c. South,50,1994,2.16503888838723,0.0654,0,2.2932,2.0369,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1986,2.33103969168593,0.0771,0,2.4821,2.18,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1982,2.09722453637834,0.0679,0,2.2303,1.9641,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1983,2.21903625413179,0.0627,0,2.342,2.0961,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1990,2.21699817647434,0.0652,0,2.3449,2.0891,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2001,1.87479204575795,0.0633,0,1.9988,1.7508,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1989,2.14224859834257,0.0645,0,2.2687,2.0158,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1999,2.28273406519548,0.0747,0,2.4291,2.1364,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1992,2.12846740676119,0.0647,0,2.2553,2.0016,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2006,2.0620128994037,0.0682,0,2.1957,1.9284,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1993,2.38331757429491,0.0653,0,2.5112,2.2554,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1998,2.14784968348637,0.0617,0,2.2687,2.027,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2010,2.23701612815667,0.0648,0,2.3641,2.11,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2020,2.05899795476284,0.0612,0,2.179,1.939,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1985,2.17568951863337,0.066,0,2.3051,2.0463,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2013,1.96361581577355,0.0578,0,2.0768,1.8504,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2007,1.97949063814105,0.0628,0,2.1025,1.8565,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2002,1.83430159419158,0.0593,0,1.9505,1.7181,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2017,1.9387765252386,0.0639,0,2.064,1.8136,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2011,1.82655075351381,0.064,0,1.9519,1.7012,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2019,2.22707203368477,0.0635,0,2.3516,2.1026,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2009,1.93531606780118,0.0621,0,2.0571,1.8135,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1984,2.27448195279819,0.0648,0,2.4015,2.1475,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1987,2.23188935909586,0.0688,0,2.3668,2.097,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2018,1.99096216628752,0.0603,0,2.1091,1.8728,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2003,2.11860763624214,0.0565,0,2.2293,2.0079,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2016,2.10004212502708,0.0648,0,2.227,1.9731,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2004,2.13595022196343,0.0638,0,2.261,2.0109,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1996,2.06966418270099,0.0599,0,2.187,1.9523,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2015,2.01491251886898,0.063,0,2.1384,1.8914,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1995,2.35851129614385,0.0681,0,2.4921,2.225,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1988,1.97835396410143,0.0685,0,2.1126,1.8441,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2005,2.28713805220399,0.0667,0,2.4179,2.1564,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1997,2.22759995406651,0.0643,0,2.3537,2.1015,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2014,2.05833462459702,0.0623,0,2.1805,1.9362,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2012,1.72205249418695,0.059,0,1.8377,1.6064,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2008,1.81100618214698,0.0649,0,1.9382,1.6838,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,1991,2.13572383851372,0.0621,0,2.2575,2.014,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,50,2000,1.94864578134636,0.0761,0,2.0978,1.7995,Q50: 8%,0.003,-0.28,Q50: ↓,8.67
c. South,90,2020,2.19593493848068,0.0468,0,2.2877,2.1042,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2014,2.25315710375229,0.0529,0,2.3568,2.1495,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2011,2.05209905987546,0.0524,0,2.1548,1.9494,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2018,2.15755815269626,0.0522,0,2.2599,2.0552,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2019,2.32594871999884,0.0494,0,2.4228,2.2291,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2017,2.07914514257321,0.0535,0,2.1841,1.9742,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1998,2.40658484120084,0.0537,0,2.5119,2.3012,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1990,2.56041375702387,0.0539,0,2.6661,2.4547,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2013,2.21656258516198,0.0515,0,2.3175,2.1156,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1999,2.43647063986102,0.0539,0,2.5422,2.3308,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2006,2.32508615743629,0.0588,0,2.4403,2.2099,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2005,2.34856230469551,0.0549,0,2.4563,2.2409,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2015,2.28953174475293,0.0536,0,2.3946,2.1844,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2007,2.17696762333156,0.0515,0,2.278,2.076,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1993,2.47372191906528,0.0531,0,2.5778,2.3696,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1997,2.37985102235895,0.0533,0,2.4843,2.2754,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1995,2.46148562414983,0.0543,0,2.5679,2.3551,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2008,2.11437090546272,0.0533,0,2.2188,2.01,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1989,2.30800601787175,0.0547,0,2.4152,2.2008,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1983,2.44307602386311,0.0555,0,2.5518,2.3343,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1986,2.40625186676308,0.0599,0,2.5237,2.2888,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1984,2.46874175356405,0.0585,0,2.5834,2.354,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2004,2.30128390705313,0.0535,0,2.4062,2.1964,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2001,2.18927630494888,0.0538,0,2.2947,2.0838,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2010,2.37589333394272,0.0488,0,2.4715,2.2803,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2002,2.08470729519698,0.0521,0,2.1868,1.9826,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1992,2.34533764778431,0.0548,0,2.4527,2.238,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1988,2.36543031646779,0.0623,0,2.4875,2.2433,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1985,2.29107364558985,0.0514,0,2.3919,2.1902,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1994,2.34527185385757,0.0559,0,2.4548,2.2358,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2016,2.22166871689996,0.0503,0,2.3203,2.1231,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2003,2.21298096871952,0.0487,0,2.3085,2.1174,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2000,2.11396848175439,0.0609,0,2.2334,1.9945,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1982,2.30733564846463,0.0585,0,2.422,2.1926,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1987,2.42403396350505,0.0575,0,2.5368,2.3112,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1991,2.32747789890074,0.049,0,2.4236,2.2314,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2012,2.06436208515868,0.0521,0,2.1665,1.9622,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,2009,2.19568936123083,0.0524,0,2.2984,2.093,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
c. South,90,1996,2.24130357883774,0.053,0,2.3452,2.1374,Q90: 6%,< 0.01,-0.28,Q90: ↓,8.67
d. Great Lakes,10,2016,1.41612932050062,0.0734,0,1.5601,1.2722,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2017,1.63889360910355,0.0819,0,1.7994,1.4784,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1983,1.40473544145738,0.0656,0,1.5333,1.2761,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2019,1.554202054901,0.0684,0,1.6882,1.4202,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2008,1.34088228774418,0.0678,0,1.4737,1.208,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1986,1.49805955966807,0.0637,0,1.6228,1.3733,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1995,1.61766220940068,0.0789,0,1.7723,1.463,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1982,1.71651101138814,0.0851,0,1.8833,1.5498,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2020,1.6470114272554,0.0734,0,1.7909,1.5032,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2007,1.36365793702813,0.0731,0,1.5069,1.2204,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1993,1.64229591044209,0.0696,0,1.7786,1.506,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1984,1.58613016196478,0.0766,0,1.7362,1.436,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1987,1.69366769225629,0.0811,0,1.8526,1.5348,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2010,1.54532365341866,0.0803,0,1.7027,1.388,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2015,1.72044911098854,0.0832,0,1.8836,1.5573,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2014,1.44315500209488,0.0788,0,1.5976,1.2887,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1998,1.58645284754362,0.0754,0,1.7342,1.4388,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2013,1.34674678003511,0.0829,0,1.5093,1.1842,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2012,1.22054055800881,0.0819,0,1.381,1.0601,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2011,1.40403428852839,0.0735,0,1.5481,1.26,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2006,1.34494464459767,0.0744,0,1.4907,1.1992,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1985,1.38309188336396,0.0674,0,1.5151,1.2511,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2003,1.35041823740785,0.0843,0,1.5156,1.1852,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2018,1.50738255669345,0.0814,0,1.6669,1.3479,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1999,1.31657125657953,0.0773,0,1.4681,1.1651,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2009,1.62860983677916,0.0832,0,1.7917,1.4655,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2000,1.42417472655836,0.0797,0,1.5803,1.268,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2001,1.53044258870437,0.0741,0,1.6757,1.3852,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2004,1.51111236859365,0.0801,0,1.6682,1.3541,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1990,1.54589144965245,0.0794,0,1.7015,1.3903,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2002,1.35900372430362,0.0736,0,1.5034,1.2147,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1989,1.61377060216108,0.0711,0,1.7531,1.4745,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1992,1.51660744088695,0.0677,0,1.6492,1.384,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1991,1.32077821910592,0.0657,0,1.4496,1.1919,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,2005,1.27767371261955,0.0674,0,1.4098,1.1456,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1997,1.69821829082081,0.0764,0,1.848,1.5485,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1994,1.84064357278584,0.0852,0,2.0076,1.6737,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1988,1.16618175892954,0.0706,0,1.3045,1.0279,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,10,1996,1.58938503025226,0.0821,0,1.7504,1.4284,Q10: 10%,0.763,-0.02,Q10: =,10.33
d. Great Lakes,50,2002,1.36354537812477,0.0489,0,1.4594,1.2677,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2008,1.29824622194067,0.0503,0,1.3969,1.1996,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1998,1.32046396657517,0.0559,0,1.4301,1.2108,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2011,1.03496112232274,0.0473,0,1.1276,0.9423,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2010,1.18051988823525,0.0505,0,1.2794,1.0816,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2004,1.2500204294735,0.0541,0,1.3561,1.1439,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2001,1.22852000990425,0.0533,0,1.3329,1.1241,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1993,1.5677357948648,0.0538,0,1.6731,1.4623,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1992,1.44109483054467,0.0572,0,1.5533,1.3289,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2003,0.95345348595055,0.0664,0,1.0835,0.8234,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2000,0.956991423895003,0.0497,0,1.0545,0.8595,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1989,1.32948173952163,0.0541,0,1.4356,1.2234,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1991,1.44585277982572,0.0564,0,1.5564,1.3353,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2006,1.10434325985938,0.0489,0,1.2001,1.0085,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1999,1.00487863184915,0.0492,0,1.1014,0.9084,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1983,1.39945521771696,0.0495,0,1.4965,1.3024,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1985,1.13752998977231,0.0428,0,1.2213,1.0537,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1984,1.40583679475945,0.0575,0,1.5185,1.2932,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2005,1.17397537735619,0.0526,0,1.2772,1.0708,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2013,1.12997105265315,0.0512,0,1.2302,1.0297,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2012,1.21981414982632,0.0599,0,1.3372,1.1024,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1990,1.31905493344984,0.0593,0,1.4353,1.2028,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2017,1.42960953685284,0.0474,0,1.5226,1.3367,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2018,1.22580365116885,0.0439,0,1.3119,1.1397,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2020,1.54215947120307,0.047,0,1.6342,1.4501,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2014,1.2194717658245,0.0538,0,1.3249,1.114,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1988,1.18467470974098,0.0574,0,1.2973,1.0721,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1987,1.35694581406221,0.0567,0,1.4682,1.2457,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2019,1.4593716107714,0.0475,0,1.5524,1.3663,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2016,1.1689233416829,0.0437,0,1.2545,1.0834,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1986,1.32653947993148,0.0456,0,1.4158,1.2373,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1997,1.55191962063836,0.0593,0,1.6682,1.4356,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1996,1.35627819566225,0.0538,0,1.4616,1.2509,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2009,1.42477831271452,0.055,0,1.5326,1.317,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2015,1.31924861325206,0.0517,0,1.4206,1.2179,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1995,1.37252152750146,0.0555,0,1.4814,1.2637,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1982,1.46441081293318,0.0666,0,1.595,1.3339,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,2007,1.33247559992808,0.0465,0,1.4237,1.2413,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,50,1994,1.50471895359539,0.0613,0,1.6249,1.3846,Q50: 12%,0.513,-0.07,Q50: =,10.33
d. Great Lakes,90,2020,1.44756927443301,0.0391,0,1.5242,1.3709,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2006,1.15273607370427,0.0415,0,1.234,1.0715,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2015,1.26877992694459,0.0443,0,1.3557,1.1819,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2004,1.36138869898443,0.0473,0,1.454,1.2687,Q90: 9%,0.669,-0.04,Q90: =,10.33
d. Great Lakes,90,2012,1.38042755944351,0.056,0,1.4901,1.2707,Q90: 9%,0.669,-0.04,Q90: =,10.33
